Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,clean_review,temp_list
1577,"i have always used straight blade cutters for both pex and poly. that type of cutter always crushed the tubing especially on poly. the kobalt pex cutters sliced through both pex and poly pipe very cleanly without deforming. 1/2"" pex wouldn't cut really square as the jaws are to large to keep it stable. large poly pipe cut straight due to it fitting the jaws. either way the cut is extremely clean. these cutters are well worth getting if you have even a small amount of tubing to cut and then keep them around for your friends to borrow. if you dull the blade you can replace it easily with a small slide lever and the blade swivels out. that is a nice feature but i don't think the blade will need to be changed often.",0,0,0,0,1,1,0,0,0,0,1,1,always used straight blade cutters pex poly type cutter always crushed tubing especially poly kobalt pex cutters sliced pex poly pipe cleanly without deforming pex would not cut really square jaws large keep stable large poly pipe cut straight due fitting jaws either way cut extremely clean cutters well worth getting even small amount tubing cut keep around friends borrow dull blade replace easily small slide lever blade swivels nice feature not think blade need changed often,"['always', 'used', 'straight', 'blade', 'cutters', 'pex', 'poly', 'type', 'cutter', 'always', 'crushed', 'tubing', 'especially', 'poly', 'kobalt', 'pex', 'cutters', 'sliced', 'pex', 'poly', 'pipe', 'cleanly', 'without', 'deforming', 'pex', 'would', 'not', 'cut', 'really', 'square', 'jaws', 'large', 'keep', 'stable', 'large', 'poly', 'pipe', 'cut', 'straight', 'due', 'fitting', 'jaws', 'either', 'way', 'cut', 'extremely', 'clean', 'cutters', 'well', 'worth', 'getting', 'even', 'small', 'amount', 'tubing', 'cut', 'keep', 'around', 'friends', 'borrow', 'dull', 'blade', 'replace', 'easily', 'small', 'slide', 'lever', 'blade', 'swivels', 'nice', 'feature', 'not', 'think', 'blade', 'need', 'changed', 'often']"
1578,"didn't last one season. i babied this thing (knowing how often the plastic ones break) thinking that with the metal construction it would last a while if taken care of. one day when turning on the hose the plastic nozzle popped off from the metal base - it's held on with two messily screws in a thin plastic lip.never been dropped, dragged with a hose, or left outside. just couldn't handle the average water pressure from my hose.look elsewhere.",1,0,0,0,0,0,0,0,0,1,0,0,not last one season babied thing knowing often plastic ones break thinking metal construction would last taken care one day turning hose plastic nozzle popped metal base held two messily screws thin plastic lip never dropped dragged hose left outside could not handle average water pressure hose look elsewhere,"['not', 'last', 'one', 'season', 'babied', 'thing', 'knowing', 'often', 'plastic', 'ones', 'break', 'thinking', 'metal', 'construction', 'would', 'last', 'taken', 'care', 'one', 'day', 'turning', 'hose', 'plastic', 'nozzle', 'popped', 'metal', 'base', 'held', 'two', 'messily', 'screws', 'thin', 'plastic', 'lip', 'never', 'dropped', 'dragged', 'hose', 'left', 'outside', 'could', 'not', 'handle', 'average', 'water', 'pressure', 'hose', 'look', 'elsewhere']"
1579,starting an afforable remodel and this was perfect for my small bathrooms. i highly recommend it.,0,0,0,0,0,0,0,0,1,1,0,1,starting afforable remodel perfect small bathrooms highly recommend,"['starting', 'afforable', 'remodel', 'perfect', 'small', 'bathrooms', 'highly', 'recommend']"
1580,"i received this expert gardener heavy-duty polymer impact sprinkler to try and then write a review. the sprinkler came with no directions for its operation so i had to figure it out on my own. so here goes. first the item viewable description. it is plastic except for springs and stand or stake. it is designed to mount in the ground by the ground stake. i had to figure out how to change the direction or direction change. that is controlled by a set of fingers that are clasped around the base and the sprinkler head rotates as it pulses and is turned a different direction when it contacts one side of the fingers. i had to also figure out that in order to make it pulse for a more wide area, i had to flip out the spring on the pulse head out and move the fingers all the way backward. it will then pulse all the way around and then back again. i haven't found a way to make it pulse only like a quarter way, half way, three quarter way and etc. it's not like some i have owned in the past. it's a nice sprinkle head, just not one that i would purchase for my own use. for that reason alone is why i could only give it four stars. for the general homeowner it will probably be sufficient.",0,0,0,0,0,1,1,0,0,0,1,1,received expert gardener heavy duty polymer impact sprinkler try write review sprinkler came no directions operation figure goes first item viewable description plastic except springs stand stake designed mount ground ground stake figure change direction direction change controlled set fingers clasped around base sprinkler head rotates pulses turned different direction contacts one side fingers also figure order make pulse wide area flip spring pulse head move fingers way backward pulse way around back not found way make pulse like quarter way half way three quarter way etc not like owned past nice sprinkle head not one would purchase use reason alone could give four stars general homeowner probably sufficient,"['received', 'expert', 'gardener', 'heavy', 'duty', 'polymer', 'impact', 'sprinkler', 'try', 'write', 'review', 'sprinkler', 'came', 'no', 'directions', 'operation', 'figure', 'goes', 'first', 'item', 'viewable', 'description', 'plastic', 'except', 'springs', 'stand', 'stake', 'designed', 'mount', 'ground', 'ground', 'stake', 'figure', 'change', 'direction', 'direction', 'change', 'controlled', 'set', 'fingers', 'clasped', 'around', 'base', 'sprinkler', 'head', 'rotates', 'pulses', 'turned', 'different', 'direction', 'contacts', 'one', 'side', 'fingers', 'also', 'figure', 'order', 'make', 'pulse', 'wide', 'area', 'flip', 'spring', 'pulse', 'head', 'move', 'fingers', 'way', 'backward', 'pulse', 'way', 'around', 'back', 'not', 'found', 'way', 'make', 'pulse', 'like', 'quarter', 'way', 'half', 'way', 'three', 'quarter', 'way', 'etc', 'not', 'like', 'owned', 'past', 'nice', 'sprinkle', 'head', 'not', 'one', 'would', 'purchase', 'use', 'reason', 'alone', 'could', 'give', 'four', 'stars', 'general', 'homeowner', 'probably', 'sufficient']"
1581,"these are excellent cameras that are easy to use. since becoming google nest, the price is more affordable than before for monitoring. i have an indoor cam in garage, two outdoor cams, and three doorbells.",0,0,0,0,0,0,0,0,1,0,1,1,excellent cameras easy use since becoming google nest price affordable monitoring indoor cam garage two outdoor cams three doorbells,"['excellent', 'cameras', 'easy', 'use', 'since', 'becoming', 'google', 'nest', 'price', 'affordable', 'monitoring', 'indoor', 'cam', 'garage', 'two', 'outdoor', 'cams', 'three', 'doorbells']"
1582,light weight and easy to use!,0,0,0,1,0,0,0,0,0,0,1,1,light weight easy use,"['light', 'weight', 'easy', 'use']"
1583,"good little camera, great deal.",0,0,0,1,0,0,0,0,1,0,0,1,good little camera great deal,"['good', 'little', 'camera', 'great', 'deal']"
1584,i love the way you can control the flow of water. i also love the way how easy it is to turn on and off. really really a great product. will replace all my sprayers with this product,0,0,0,0,0,0,0,0,0,0,1,1,love way control flow water also love way easy turn really really great product replace sprayers product,"['love', 'way', 'control', 'flow', 'water', 'also', 'love', 'way', 'easy', 'turn', 'really', 'really', 'great', 'product', 'replace', 'sprayers', 'product']"
1585,they work well with a variety of woods and are a good value.,0,0,0,0,0,1,0,0,1,0,0,1,work well variety woods good value,"['work', 'well', 'variety', 'woods', 'good', 'value']"
1586,"nice clear camera- ""hears"" conversation clearly- you can talk clearly thru its built in speaker if needed- very nice indoor camera-was ez to set up- connect with wifi and figure out- only concern i had was the camera itself gets quite warm- i assume this is normal also comes with nice wall mount in box if needed",0,0,0,0,1,0,1,0,0,1,0,1,nice clear camera hears conversation clearly talk clearly thru built speaker needed nice indoor camera ez set connect wifi figure concern camera gets quite warm assume normal also comes nice wall mount box needed,"['nice', 'clear', 'camera', 'hears', 'conversation', 'clearly', 'talk', 'clearly', 'thru', 'built', 'speaker', 'needed', 'nice', 'indoor', 'camera', 'ez', 'set', 'connect', 'wifi', 'figure', 'concern', 'camera', 'gets', 'quite', 'warm', 'assume', 'normal', 'also', 'comes', 'nice', 'wall', 'mount', 'box', 'needed']"
1587,it didn't hold it as good as i thought it would.,0,0,0,0,0,1,0,0,0,0,0,0,not hold good thought would,"['not', 'hold', 'good', 'thought', 'would']"
1588,not much to say. strong and worked for what i needed.,0,0,0,0,0,0,0,0,0,1,0,1,not much say strong worked needed,"['not', 'much', 'say', 'strong', 'worked', 'needed']"
1589,i have had a ring spotlight security cam for two years. after the last firmware update all my light does is blink on and off all night long. nothing is moving by the light to trigger this. i have the setting for motion detection set to the lowest sensitivity setting it will go. i have searched all the ring support and tried to find a solution but all i get back is the heat sensor is picking something up. that is bs. save your money and get something that works and you do not have to depend on the cloud and paying $36 a year to see your history.,0,0,0,0,0,1,0,0,0,0,0,0,ring spotlight security cam two years last firmware update light blink night long nothing moving light trigger setting motion detection set lowest sensitivity setting go searched ring support tried find solution get back heat sensor picking something bs save money get something works not depend cloud paying year see history,"['ring', 'spotlight', 'security', 'cam', 'two', 'years', 'last', 'firmware', 'update', 'light', 'blink', 'night', 'long', 'nothing', 'moving', 'light', 'trigger', 'setting', 'motion', 'detection', 'set', 'lowest', 'sensitivity', 'setting', 'go', 'searched', 'ring', 'support', 'tried', 'find', 'solution', 'get', 'back', 'heat', 'sensor', 'picking', 'something', 'bs', 'save', 'money', 'get', 'something', 'works', 'not', 'depend', 'cloud', 'paying', 'year', 'see', 'history']"
1590,beautiful and very good quality.,0,0,0,0,0,0,0,0,0,1,0,1,beautiful good quality,"['beautiful', 'good', 'quality']"
1591,good material. easy to work with and not a difficult job to do.,0,0,0,0,0,0,0,1,0,0,1,1,good material easy work not difficult job,"['good', 'material', 'easy', 'work', 'not', 'difficult', 'job']"
1592,"easy to install. somewhat hard to snap camera into mount and also swivel to get correct desired field of vision.video quality excellent, software user friendly.night vision needs work, changing ir setting does little to nothing.false positives. changing sensitivity settings seems to have no effect.",0,0,0,0,0,1,1,0,0,1,1,1,easy install somewhat hard snap camera mount also swivel get correct desired field vision video quality excellent software user friendly night vision needs work changing ir setting little nothing false positives changing sensitivity settings seems no effect,"['easy', 'install', 'somewhat', 'hard', 'snap', 'camera', 'mount', 'also', 'swivel', 'get', 'correct', 'desired', 'field', 'vision', 'video', 'quality', 'excellent', 'software', 'user', 'friendly', 'night', 'vision', 'needs', 'work', 'changing', 'ir', 'setting', 'little', 'nothing', 'false', 'positives', 'changing', 'sensitivity', 'settings', 'seems', 'no', 'effect']"
1593,"i recently aerated and overseeded. this sprinkler has been helping a lot. i have well water and when this is the only thing running water it spreads it very nicely, large coverage.",0,0,0,0,0,1,0,0,0,0,0,1,recently aerated overseeded sprinkler helping lot well water thing running water spreads nicely large coverage,"['recently', 'aerated', 'overseeded', 'sprinkler', 'helping', 'lot', 'well', 'water', 'thing', 'running', 'water', 'spreads', 'nicely', 'large', 'coverage']"
1594,"the handles' angle is too wide , you need to use two hands and be strong to crimp it.",0,0,0,1,0,0,0,0,0,0,0,0,handles angle wide need use two hands strong crimp,"['handles', 'angle', 'wide', 'need', 'use', 'two', 'hands', 'strong', 'crimp']"
